,course,Link,Introduction,Address,Contact,Duration,Fee,uni_name,Fac_link
467,BACHELOR OF SOCIAL SCIENCE WITH HONOURS (GEOGRAPHY),https://www.ums.edu.my/fssk/en/programme/undergraduate/geography-programme,"The program offers courses related to Geography education including physical geography, human geography, urban geography, economic geography, environment and population settlements, land use planning and management, and cartography and graphic. The program also emphasizes the development of the use of advanced technology that combines all geographical areas through all geographic areas through Geographic Information System (GIS) and remote sensing which uses computer technology, GIS and Satellite Image.<br/>Career prospects:<br/>
Officer / Assistant Researcher, Consultant, Information Systems Analyst, Trainer, Urban Planning Officer, Meteorological Officer., ","Faculty of Social Science and Humanities
       Universiti Malaysia Sabah
       Jalan UMS, 88400, Kota Kinabalu, Sabah, Malaysia","Tel:(+6088)320 000 Ext : 1771/2710/2711 
Email : pejfssk@ums.edu.my",NA,NA,Univesity Malaysia Sabah (UMS),
468,BACHELOR OF SOCIAL SCIENCE WITH HONOURS (INTERNATIONAL RELATIONS),https://www.ums.edu.my/fssk/,The university has not updated this information during the data collection process.<br/>Please refer to the latest updates on the university's website.,"Faculty of Social Science and Humanities
       Universiti Malaysia Sabah
       Jalan UMS, 88400, Kota Kinabalu, Sabah, Malaysia","Tel:(+6088)320 000 Ext : 1771/2710/2711 
Email : pejfssk@ums.edu.my",NA,NA,Univesity Malaysia Sabah (UMS),
469,BACHELOR OF SOCIAL SCIENCE WITH HONOURS (INDUSTRIAL RELATIONS),https://www.ums.edu.my/fssk/en/programme/undergraduate/industrial-relations-programme,"The program introduces students to the relationship between employers, employees, unions and government-based approach to interpersonal relations and interorganisasi work. Students will follow courses that emphasize the multi-disciplines such as labor legislation, labor history of industrial sociology, industrial democracy, the study of industrial relations, economic and political, safety and health, labor structure, transnational corporations, international human resource management and employment relations in the formal and informal sectors. The program will also touch on the issue of trade union issues and dispute resolution in the industry.,Career prospects
Industrial relations officer, human resources officer, administrative officer, instructor.","Faculty of Social Science and Humanities
       Universiti Malaysia Sabah
       Jalan UMS, 88400, Kota Kinabalu, Sabah, Malaysia","Tel:(+6088)320 000 Ext : 1771/2710/2711 
Email : pejfssk@ums.edu.my",NA,NA,Univesity Malaysia Sabah (UMS),
470,BACHELOR OF SOCIAL SCIENCE WITH HONOURS (COMMUNICATIONS),https://www.ums.edu.my/fssk/en/programme/undergraduate/communication-programme,"The program offers a theoretical study of communication patterns, emperitikal and professional. The courses emphasize the pattern and practice of media in terms of production, representation and reception. Students are exposed to various genres and media products and were encouraged to analyze discourse and narrative media critically. Students are also introduced to issues related to police and control media, new media and media globalization and its impact, culturally, politically and economically to society. The program offers specialization in broadcasting, journalism, public relations, and advertising and equip students with skills in writing and publishing professionals as well as critical thinking skills.Career Prospects
Lecturers, Campaign Director, Corporate Communications, Public Relations Officer, Journalist, Journalist Broadcasting, Writer, News Reader, Radio Presenter, Producer Radio and Television, Advertising Executive.","Faculty of Social Science and Humanities
       Universiti Malaysia Sabah
       Jalan UMS, 88400, Kota Kinabalu, Sabah, Malaysia","Tel:(+6088)320 000 Ext : 1771/2710/2711 
Email : pejfssk@ums.edu.my",NA,NA,Univesity Malaysia Sabah (UMS),
471,BACHELOR OF SOCIAL SCIENCE WITH HONOURS (HISTORY),https://www.ums.edu.my/fssk/en/programme/undergraduate/history-programme,"This program is specifically focused on the history of Malaysia, from the Malacca Sultanate to the political development of 1990. Emphasis was also given to the aspects of French historiography, socio-economic history and the history of Sabah and Sarawak. In addition, the emphasis on the history of southeast Asia before and during Colonialism, Nationalism, modernization and development in Southeast Asia. Students will also be exposed to the history of the Middle East, Latin American History, US History, East Asian History, European History, Maritime History, Archaeology, History Australasia and Oceania as well as motion Tajdid Islah Islamic world.Career prospects
Administrative Officer at the Department of Archives / Museum, Researcher at the Department of Archives / Museum, trainers., ","Faculty of Social Science and Humanities
       Universiti Malaysia Sabah
       Jalan UMS, 88400, Kota Kinabalu, Sabah, Malaysia","Tel:(+6088)320 000 Ext : 1771/2710/2711 
Email : pejfssk@ums.edu.my",NA,NA,Univesity Malaysia Sabah (UMS),
472,BACHELOR OF SOCIAL SCIENCE WITH HONOURS (SOCIOLOGY AND SOCIAL ANTHROPOLOGY),https://www.ums.edu.my/fssk/en/programme/undergraduate/sociology-and-social-anthropology-programme,"The program introduces students to the knowledge of the concepts, theories, methods and research in Anthropology and Sociology. The courses offered include anthropology City, Rural Sociology, Ethnic Relations, Industrial Sociology, Family Systems, Structure and Organization of Power, Social Inequality, Social and Religious Affairs, Development and Environment, Society and Economy, Sociology, Environment, Issues Gender, Borneo Ethnography, Theory and Methods in Ethnomusicology, Sociology Organization Complex, Tourism Sociology, Sociology of Migration and Research Methodology and Data Analysis.,Career prospects
Social Research Officer, Administrative Officer of the Public Curator., ","Faculty of Social Science and Humanities
       Universiti Malaysia Sabah
       Jalan UMS, 88400, Kota Kinabalu, Sabah, Malaysia","Tel:(+6088)320 000 Ext : 1771/2710/2711 
Email : pejfssk@ums.edu.my",NA,NA,Univesity Malaysia Sabah (UMS),
473,BACHELOR OF AGRICULTURAL SCIENCE WITH HONOURS (HORTICULTURE AND LANDSCAPING),https://www.ums.edu.my/fpl/en/academic/undergraduate/hg-35-horticulture-landscaping/hg35-intro,"This program is related to the art and science of propagation, production and conservation of ornamental plants to improve and brighten the environment. The choice of suitable  landscapes for ornamental  plants is important in creating and maintaining a congenial physical and spiritual environment. Other issues covered in this program include the maintenance  of natural plant resources and the environment. We emphasizes suitable urban environment  development that will be in harmony with the local climate to create a beautiful, scenic and recreational environment for the people.","Faculty of Sustainable Agriculture,  Universiti Malaysia Sabah, Locked Bag No. 3, 90509 Sandakan,Sabah, Malaysia.",(60) 89 634 000 Fax : (60) 89 634 111,NA,NA,Univesity Malaysia Sabah (UMS),
474,BACHELOR OF AGRICULTURAL SCIENCE WITH HONOURS (CROP PRODUCTION ),https://www.ums.edu.my/fpl/en/academic/undergraduate/hg-34-crop-production/hg34-intro,"This programme aims to train skilled graduates in the field of crop production to assist in increasing national agricultural productivity. Through this programme, the latest knowledge in the cultivation and management of food crops, such as  rice, corn, tapioca, sago and others, and industrial crops, such as oil palm, rubber, cocoa ,coconut and others, resulting from contemporary research will be disseminated to students.","Faculty of Sustainable Agriculture,  Universiti Malaysia Sabah, Locked Bag No. 3, 90509 Sandakan,Sabah, Malaysia.",(60) 89 634 000 Fax : (60) 89 634 111,NA,NA,Univesity Malaysia Sabah (UMS),
475,BACHELOR OF AGRICULTURAL SCIENCE WITH HONOURS ( LIVESTOCK PRODUCTION ),-,The university has not updated this information during the data collection process.<br/>Please refer to the latest updates on the university's website.,"Faculty of Sustainable Agriculture,  Universiti Malaysia Sabah, Locked Bag No. 3, 90509 Sandakan,Sabah, Malaysia.",(60) 89 634 000 Fax : (60) 89 634 111,NA,NA,Univesity Malaysia Sabah (UMS),
476,BACHELOR OF SCIENCE WITH HONOURS (CONSERVATION BIOLOGY),https://www.ums.edu.my/fpt/index.php/en/programmes/undergraduate/uh6421001-hs03,"Conservation biology programme produces graduates who are knowledgeable and capable in leading the conservation of our natural resources, and its sustainable management. Students are exposed to various disciplines in biology which form the pillars for conservation efforts, interweaving the theory and practical aspects, to ensure that our graduates are industrially relevant and future-proof, on their road towards being the steward of the environment.","Faculty of Tropical Forestry, Universiti Malaysia Sabah. Kota Kinabalu, Sabah, Malaysia","Phone:
+6088-320000 Ext.: 210200 Fax: +088-320876
Email:
pejfpt@ums.edu.my",NA,NA,Univesity Malaysia Sabah (UMS),
